Institution Reference Number,Institution Name,Address Line 1,Address Line 2,Address Line 3,Town,County,Postcode,Telephone,Management,Type,Status,Date Closed,Email,
503-2735,St Mary's Primary School ,1 WHITEBRIDGE ROAD,,,BALLYGAWLEY,TYRONE,BT70 2JH,028 8556 8621,Roman Catholic Maintained,Primary,Open,,info@stmarys.ballygawley.ni.sch.uk,
503-2736,St Mary's Primary School ,70 COLEBROOKE ROAD,,,FIVEMILETOWN,TYRONE,BT75 0SA,028 8952 1315,Roman Catholic Maintained,Primary,Open,,info@stmarys.fivemiletown.ni.sch.uk,
503-3003,St Paul's Primary School ,35 BALLYKEEL ROAD,CABRA,,NEWRY,DOWN,BT34 5RH,028 4063 0145,Roman Catholic Maintained,Primary,Open,,info@stpauls.cabra.ni.sch.uk,
503-3004,St Mary's Primary School ,DOWNPATRICK STREET,RATHFRILAND,,NEWRY,DOWN,BT34 5DQ,028 4063 0630,Roman Catholic Maintained,Primary,Open,,info@stmarys.rathfriland.ni.sch.uk,
503-3006,St Michael's Primary School (Finnis),145 RATHFRILAND ROAD; FINNIS,DROMARA,,DROMORE,DOWN,BT25 2EE,028 9753 2404,Roman Catholic Maintained,Primary,Open,,info@stmichaels.finnis.ni.sch.uk,
503-3011,St Marys Primary School Dechomet,6 CLOSKELT ROAD,BALLYWARD,,CASTLEWELLAN,DOWN,BT31 9QE,028 4065 0426,Roman Catholic Maintained,Primary,Open,,info@dechomet.ballyward.ni.sch.uk,
503-3025,St Patrick's Primary School ,13 CASTLEWELLAN ROAD,HILLTOWN,,NEWRY,DOWN,BT34 5UY,028 4063 0061,Roman Catholic Maintained,Primary,Open,,info@stpatricks.hilltown.ni.sch.uk,
503-3324,St Patrick's Primary School ,3 AGHALEE ROAD,AUGHAGALLON,,CRAIGAVON,ARMAGH,BT67 0AR,028 9265 1017,Roman Catholic Maintained,Primary,Open,,info@stpatricks.derrynaseer.ni.sch.uk,
503-6000,St Colman's Primary School ,47 GALLOWS STREET,,,DROMORE,DOWN,BT25 1BD,028 9269 2628,Roman Catholic Maintained,Primary,Open,,info@stcolmans.dromore.ni.sch.uk,
503-6006,St Mary's Primary School ,20A DERRYMORE ROAD,GAWLEY'S GATE,,CRAIGAVON,ARMAGH,BT67 0BW,028 9265 1556,Roman Catholic Maintained,Primary,Open,,info@stmarys.derrymore.ni.sch.uk,
503-6009,St Mary's Primary School ,191 DERRYTRASNA ROAD,LURGAN,,CRAIGAVON,ARMAGH,BT66 6NR,028 3834 0295,Roman Catholic Maintained,Primary,Open,,info@stmarys.derrytrasna.ni.sch.uk,
503-6031,St Patrick's Primary School Loup,119 RUSKEY ROAD,,,MAGHERAFELT,LONDONDERRY,BT45 7TS,028 7941 8413,Roman Catholic Maintained,Primary,Open,,info@stpatricks.loup.ni.sch.uk,
503-6033,St Joseph's Primary School ,7 LURGYLEA ROAD,GALBALLY,,DUNGANNON,TYRONE,BT70 2NX,028 8775 8204,Roman Catholic Maintained,Primary,Open,,info@stjosephs.galbally.ni.sch.uk,
503-6043,St Mary's Primary School ,REILLY PARK,,,BANBRIDGE,DOWN,BT32 3DJ,028 4066 2572,Roman Catholic Maintained,Primary,Open,,info@stmarys.banbridge.ni.sch.uk,
503-6047,St Patrick's Primary School ,10 ANNAGHMORE ROAD,COALISLAND,,DUNGANNON,TYRONE,BT71 4QZ,028 8774 0661,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.coalisland.ni.sch.uk,
503-6057,St Malachy's Primary School ,75 MONEYHAW ROAD,,,MAGHERAFELT,LONDONDERRY,BT45 7XR,028 8673 7132,Roman Catholic Maintained,Primary,Open,,info@stmalachys.drummullan.ni.sch.uk,
503-6061,St Colman's Primary School and All Saints' Nursery Unit ,24 MONTEITH ROAD ,ANNACLONE,,BANBRIDGE,DOWN,BT32 5LS,028 4067 1363,Roman Catholic Maintained,Primary,Open,,info@stcolmans.annaclone.ni.sch.uk,
503-6064,St Malachy's Primary School ,3 CHAPEL ROAD,CAMLOUGH,,NEWRY,DOWN,BT35 7HF,028 3083 0559,Roman Catholic Maintained,Primary,Open,,info@stmalachys.camlough.ni.sch.uk,
503-6087,St Mary's Primary School ,MAPHONER ROAD,MULLAGHBAWN,,NEWRY,DOWN,BT35 9TP,028 3088 8351,Roman Catholic Maintained,Primary,Open,,info@stmarys.mullaghbawn.ni.sch.uk,
503-6099,St Patrick's Primary School ,TULLYNAVALL ROAD,CULLYHANNA,,NEWRY,DOWN,BT35 0PZ,028 3086 1608,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.cullyhanna.ni.sch.uk,
503-6101,St Brendan's Primary School ,MOYRAVERTY WEST ROAD,,,CRAIGAVON,ARMAGH,BT65 5HS,028 3834 1037,Roman Catholic Maintained,Primary,Open,,info@stbrendans.craigavon.ni.sch.uk,
503-6108,St Joseph's Primary School ,13 CLOUGHFIN ROAD,,,COOKSTOWN,TYRONE,BT80 9JB,028 8675 1457,Roman Catholic Maintained,Primary,Open,,info@stjosephs.killeenan.ni.sch.uk,
503-6110,St Joseph's Primary School ,28 CONVENT HILL,BESSBROOK,,NEWRY,DOWN,BT35 7AW,028 3083 0356,Roman Catholic Maintained,Primary,Open,,info@stjosephs.bessbrook.ni.sch.uk,
503-6118,St Mary's Primary School ,5 CAVANAKEERAN ROAD,POMEROY,,DUNGANNON,TYRONE,BT70 2RD,028 8775 8541,Roman Catholic Maintained,Primary,Open,,info@stmarys.pomeroy.ni.sch.uk,
503-6120,St Patrick's Primary School ,9 SPRINGHILL ROAD,MONEYMORE,,MAGHERAFELT,LONDONDERRY,BT45 7NG,028 8674 8415,Roman Catholic Maintained,Primary,Open,,info@stpatricks.moneymore.ni.sch.uk,
503-6121,St Jarlath's Primary School ,89 CHARLEMONT ROAD,BLACKWATERTOWN,,DUNGANNON,TYRONE,BT71 7HH,028 3754 8826,Roman Catholic Maintained,Primary,Open,,info@stjarlaths.dungannon.ni.sch.uk,
503-6122,Jonesborough Primary School ,54 THE VILLAGE,JONESBOROUGH,,NEWRY,DOWN,BT35 8HR,028 3084 8330,Roman Catholic Maintained,Primary,Open,,info@jonesboro.newry.ni.sch.uk,
503-6130,St Laurence O'Toole's Primary School ,31 Main Street ,Beleek,,NEWRY,DOWN,BT35 7PH,028 3087 8387,Roman Catholic Maintained,Primary,Open,,info@stlaurences.belleeks.ni.sch.uk,
503-6136,Sacred Heart Primary School ,TULLYODONNELL ROAD,,,DUNGANNON,TYRONE,BT70 3JE,028 8775 8510,Roman Catholic Maintained,Primary,Open,,info@rock.dungannon.ni.sch.uk,
503-6173,St John the Baptist Primary School ,250 GARVAGHY ROAD,PORTADOWN,,CRAIGAVON,ARMAGH,BT62 1EB,028 3833 6211,Roman Catholic Maintained,Primary,Open,,info@stjohnthebaptist.portadown.ni.sch.uk,
503-6180,St Oliver Plunkett Primary School ,14 BALLYHEGAN ROAD,,,LOUGHGALL,ARMAGH,BT61 8PX,028 3889 1495,Roman Catholic Maintained,Primary,Open,,info@stoliverplunketts.ballyhegan.ni.sch.uk,
503-6363,St Mary's Primary School  Aughnacloy,CALEDON ROAD,,,AUGHNACLOY,TYRONE,BT69 6AJ,028 8555 7581,Roman Catholic Maintained,Primary,Open,,info@stmarys.aughnacloy.ni.sch.uk,
503-6400,St Colman's (Bann) Primary School ,10 DRUMNASCAMPH ROAD,GILFORD,,CRAIGAVON,ARMAGH,BT63 6DU,028 4062 2074,Roman Catholic Maintained,Primary,Open,,info@stcolmans.bann.ni.sch.uk,
503-6409,St Ronan's Primary School ,ASHGROVE AVENUE,,,NEWRY,DOWN,BT34 1PR,028 3026 4996,Roman Catholic Maintained,Primary,Open,,info@stronans.newry.ni.sch.uk,
503-6433,St Malachy's Primary School ,11 MARTINS LANE,CARNAGAT,,NEWRY,DOWN,BT35 8PJ,028 3026 8314,Roman Catholic Maintained,Primary,Open,,info@stmalachys.carnagat.ni.sch.uk,
503-6457,St Francis' Primary School  Aghderg,24 DONARD VIEW ROAD,,,BANBRIDGE,DOWN,BT32 3LN,028 4062 8044,Roman Catholic Maintained,Primary,Open,,info@stfrancis.aghaderg.ni.sch.uk,
503-6463,St Joseph's Primary School ,14 DERRYCOURTNEY ROAD,,,CALEDON,TYRONE,BT68 4UF,028 3756 8537,Roman Catholic Maintained,Primary,Open,,info@stjosephs.caledon.ni.sch.uk,
503-6504,St Patrick's Primary School Dungannon,KILLYMAN ROAD,,,DUNGANNON,TYRONE,BT71 6DE,028 8772 3473,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.dungannon.ni.sch.uk,
503-6545,St Colman's Primary School ,5 GREENCASTLE ROAD,KILKEEL,,NEWRY,DOWN,BT34 4DE,028 4176 3179,Roman Catholic Maintained,Primary,Open,,info@stcolmanskilkeel.kilkeel.ni.sch.uk,
503-6567,Holy Trinity Primary School ,44 FAIRHILL ROAD,,,COOKSTOWN,TYRONE,BT80 8AG,028 8676 3151,Roman Catholic Maintained,Primary,Open,,info@holytrinity.cookstown.ni.sch.uk,
503-6572,St Colman's Primary School ,43 SHEEPTOWN ROAD,SAVAL,,NEWRY,DOWN,BT34 2LA,028 3026 6184,Roman Catholic Maintained,Primary,Open,,info@stcolmans.saval.ni.sch.uk,
503-6583,St Dallan's Primary School ,20 CLONALLAN ROAD,,,WARRENPOINT,DOWN,BT34 3RP,028 4175 2655,Roman Catholic Maintained,Primary,Open,,info@stdallans.warrenpoint.ni.sch.uk,
503-6586,Presentation Primary School ,THOMAS STREET,PORTADOWN,,CRAIGAVON,ARMAGH,BT62 3AH,028 3833 4965,Roman Catholic Maintained,Primary,Open,,info@presentation.portadown.ni.sch.uk,
503-6590,Primate Dixon Primary School ,4 SCHOOL LANE,,,COALISLAND,TYRONE,BT71 4NW,028 8774 6044,Roman Catholic Maintained,Primary,Open,,info@primatedixon.coalisland.ni.sch.uk,
503-6595,St Peter's Primary School ,90 COLLEGELANDS RD,CHARLEMONT; MOY,,DUNGANNON,TYRONE,BT71 6SW,028 8778 4620,Roman Catholic Maintained,Primary,Open,,info@stpeters.collegelands.ni.sch.uk,
503-6598,Our Lady's Primary School ,MILTOWN ROAD,,,DUNGANNON,TYRONE,BT71 7NJ,028 3754 8237,Roman Catholic Maintained,Primary,Open,,info@ourladys.tullysaran.ni.sch.uk,
503-6605,St Patrick's Primary School ,40 LONGSTONE HILL,DRUMGREENAGH; RATHFRILAND,,NEWRY,DOWN,BT34 5BT,028 4063 0587,Roman Catholic Maintained,Primary,Open,,info@stpatricks.drumgreenagh.ni.sch.uk,
503-6610,St Francis of Assisi Primary School ,24 MADDEN ROW,KEADY,,KEADY,ARMAGH,BT60 3RW,028 3753 1284,Roman Catholic Maintained,Primary,Open,,info@stfrancisofassisi.keady.ni.sch.uk,
503-6622,St Johns Primary School ,14 RATHTRILLICK ROAD,MIDDLETOWN,,ARMAGH,ARMAGH,BT60 4HT,028 3756 8462,Roman Catholic Maintained,Primary,Open,,info@stjohns.middletown.ni.sch.uk,
503-6633,St Francis Primary School ,28 FRANCIS ST,,,LURGAN,ARMAGH,BT66 6DN,028 3832 3163,Roman Catholic Maintained,Primary,Open,,info@stfrancis.lurgan.ni.sch.uk,
503-6634,St Clare’s Abbey Primary School ,1 High Street,,,NEWRY,DOWN,BT34 1HD,0283026 4909,Roman Catholic Maintained,Primary,Open,,info@stclaresabbey.newry.ni.sch.uk,
503-6639,Our Lady's and St Mochua's Primary School ,91 DERRYNOOSE ROAD,,,KEADY,ARMAGH,BT60 3EZ,028 3753 9777,Roman Catholic Maintained,Primary,Open,,info@ourladysandstmochuas.derrynoose.ni.sch.uk,
503-6673,St Bronagh's Primary School,42 Church Street,Rostrevor,,ROSTREVOR,DOWN,BT34 3DY,028 41738450,Roman Catholic Maintained,Primary,Open,,info@stbronaghsps.rostrevor.ni.sch.uk,
503-6675,St Josephs and St James Primary School ,34 Chapel Street,Poyntzpass,,NEWRY,DOWN,BT35 6SY,028 38318261,Roman Catholic Maintained,Primary,Open,,info@stjandjps.poyntzpass.ni.sch.uk,
503-6706,St Columban's Primary School ,127 Newcastle Road ,Kilkeel ,,KILKEEL,DOWN,BT34 4NL,028 4176 2076,Roman Catholic Maintained,Primary,Open,,info@stcolumbansps.kilkeel.ni.sch.uk,
504-6137,Seagoe Primary School ,83 SEAGOE ROAD,,,PORTADOWN,ARMAGH,BT63 5HS,028 3833 6764,Other Maintained,Primary,Open,,info@seagoe.portadown.ni.sch.uk,
504-6241,The Drelincourt School,23A BALLINAHONE AVENUE,,,ARMAGH,ARMAGH,BT60 1EE,028 3752 3714,Other Maintained,Primary,Open,,info@Thedrelincourt.armagh.ni.sch.uk,
504-6597,Bunscoil an Iúir,74 KILMOREY STREET,,,NEWRY,DOWN,BT34 2DH,028 3026 0860,Other Maintained,Primary,Open,,info@bunscoilaniuir.newry.ni.sch.uk,
504-6637,Gaelscoil Uí Néill,104 WASHINGBAY ROAD,,,COALISLAND,TYRONE,BT71 4PU,028 87749178,Other Maintained,Primary,Open,,info@gaelscoil.coalisland.ni.sch.uk,
504-6692,Gaelscoil na mBeann & Naíscoil na mBeann,139a Newcastle Road,,,KILKEEL,DOWN,BT34 4NL,0284 125 8418,Other Maintained,Primary,Open,,info@gaelscoilnambeann.kilkeel.ni.sch.uk,
504-6695,Gaelscoil Aodha Rua ,97 Donaghmore Road,,,DUNGANNON,TYRONE,BT70 1HD,028 877 53762,Other Maintained,Primary,Open,,info@gaelscoilaodharua.dungannon.ni.sch.uk,
504-6699,Naíscoil & Gaelscoil Eoghain,32A Chapel Street,,,COOKSTOWN,TYRONE,BT80 8QD,028 86764121,Other Maintained,Primary,Open,,info@gaelscoileoghain.cookstown.ni.sch.uk,
505-6013,Kilbroney Integrated Primary School ,15 CLOUGHMORE ROAD,ROSTREVOR,,NEWRY,DOWN,BT34 3EL,028 4173 8491,Controlled Integrated,Primary,Open,,info@kilbroneyips.rostrevor.ni.sch.uk,
506-6540,Bridge Integrated Primary School ,70 BALLYGOWAN ROAD,,,BANBRIDGE,DOWN,BT32 3EL,028 4066 2055,Grant Maintained Integrated,Primary,Open,,info@bridge.banbridge.ni.sch.uk,
506-6553,Portadown Integrated Primary School ,1 KERNAN ROAD,,,PORTADOWN,ARMAGH,BT63 5RR,028 3835 0754,Grant Maintained Integrated,Primary,Open,,info@portadownintegrated.portadown.ni.sch.uk,
506-6554,Windmill Integrated Primary School ,30 OLD EGLISH ROAD,,,DUNGANNON,TYRONE,BT71 7BE,028 8772 7277,Grant Maintained Integrated,Primary,Open,,info@windmillintegrated.dungannon.ni.sch.uk,
506-6578,Saints & Scholars Int Primary School ,31 KILLUNEY PARK,PORTADOWN ROAD,,ARMAGH,ARMAGH,BT61 9HG,028 3751 0113,Grant Maintained Integrated,Primary,Open,,info@saintsandscholars.armagh.ni.sch.uk,
506-6657,Phoenix Integrated Primary School ,80 Fountain Street,,,COOKSTOWN,TYRONE,BT80 8QF,028 8675 7096,Grant Maintained Integrated,Primary,Open,,info@phoenix-ips.cookstown.ni.sch.uk,
511-0017,Railway Street Nursery School,RAILWAY STREET,,,ARMAGH,ARMAGH,BT61 7HP,028 3752 3472,Controlled,Nursery,Open,,info@armaghns.armagh.ni.sch.uk,
511-0021,Edenderry Nursery School,PRINCESS WAY,,,PORTADOWN,ARMAGH,BT63 5EP,028 3833 6973,Controlled,Nursery,Open,,info@edenderryns.portadown.ni.sch.uk,
511-6112,Ashgrove Nursery School,23 CHESTNUT GROVE,,,NEWRY,DOWN,BT34 1JT,028 3026 3355,Controlled,Nursery,Open,,info@ashgrovens.newry.ni.sch.uk,
511-6189,Millington Nursery School,CRAIGAVON AVENUE,MILLINGTON,,PORTADOWN,ARMAGH,BT62 3HQ,028 3835 4717,Controlled,Nursery,Open,,info@millingtonns.portadown.ni.sch.uk,
511-6190,Harrison Nursery School,LOWER TOBERHEWNEY LANE,,,LURGAN,ARMAGH,BT66 8SU,028 3832 2841,Controlled,Nursery,Open,,info@harrisonns.lurgan.ni.sch.uk,
511-6197,Kilkeel Nursery School,124 HARBOUR ROAD,KILKEEL,,NEWRY,DOWN,BT34 4AT,028 4176 3109,Controlled,Nursery,Open,,info@kilkeelns.kilkeel.ni.sch.uk,
511-6198,Fivemiletown Nursery School,166A BALLAGH ROAD,,,FIVEMILETOWN,TYRONE,BT75 0QP,028 8952 1530,Controlled,Nursery,Open,,info@fmtns.fivemiletown.ni.sch.uk,
511-6223,The Grove Nursery School,23B BALLINAHONE AVENUE,,,ARMAGH,ARMAGH,BT60 1EE,028 3752 4644,Controlled,Nursery,Open,,info@thegrovens.armagh.ni.sch.uk,
511-6236,Dungannon Nursery School,29 CIRCULAR ROAD,,,DUNGANNON,TYRONE,BT71 6BE,028 8772 2689,Controlled,Nursery,Open,,info@dungannonns.dungannon.ni.sch.uk,
511-6237,Cookstown Nursery School,COOLNAFRANKY ESTATE,,,COOKSTOWN,TYRONE,BT80 8PF,028 8676 4451,Controlled,Nursery,Open,,info@cookstownns.cookstown.ni.sch.uk,
511-6238,Banbridge Nursery School,3A LURGAN ROAD,,,BANBRIDGE,DOWN,BT32 4AF,028 4062 3138,Controlled,Nursery,Open,,info@banbridgens.banbridge.ni.sch.uk,
511-6256,Downshire Nursery School,PRIMROSE GARDENS,,,BANBRIDGE,DOWN,BT32 3EN,028 4062 5195,Controlled,Nursery,Open,,info@downshirens.banbridge.ni.sch.uk,
511-6625,Dromore Nursery School,18A BANBRIDGE ROAD,,,DROMORE,DOWN,BT25 1NB,028 92699732,Controlled,Nursery,Open,,info@dromorens.dromore.ni.sch.uk,
511-6640,Tandragee Nursery School,24B MADDEN ROAD,,,TANDRAGEE,ARMAGH,BT62 2DJ,028 3884 2127,Controlled,Nursery,Open,,info@tandrageens.tandragee.ni.sch.uk,
513-6217,St John the Baptist Nursery,GARVAGHY ROAD,PORTADOWN,,CRAIGAVON,ARMAGH,BT62 1EB,028 3833 9283,Roman Catholic Maintained,Nursery,Open,,info@stjohnthebaptistns.portadown.ni.sch.uk,
513-6342,St Malachy's Nursery School,11 MARTIN'S LANE,CARNAGAT,,NEWRY,DOWN,BT35 8PJ,028 3026 8536,Roman Catholic Maintained,Nursery,Open,,info@stmalachysns.newry.ni.sch.uk,
513-6607,College Farm Nursery School,LOWER DESART LANE,,,ARMAGH,ARMAGH,BT61 8AN,028 3751 8276,Roman Catholic Maintained,Nursery,Open,,info@collegefarmns.armagh.ni.sch.uk,
513-6627,Little Flower Nursery School,4 COOLE ROAD,KILLEN,,COALISLAND,TYRONE,BT71 5DR,028 8774 7316,Roman Catholic Maintained,Nursery,Open,,info@littleflowerns.dungannon.ni.sch.uk,
513-6629,Seaview Nursery School,61 GT. GEORGE'S ST,,,WARRENPOINT,DOWN,BT34 3NF,028 4175 3224,Roman Catholic Maintained,Nursery,Open,,info@seaviewns.warrenpoint.ni.sch.uk,
513-6631,Drumnamoe Nursery School,58 LEVIN ROAD,,,LURGAN,ARMAGH,BT67 9EU,028 38329384,Roman Catholic Maintained,Nursery,Open,,info@drumnamoens.craigavon.ni.sch.uk,
521-0016,Kilkeel High School,KNOCKCHREE AVENUE,KILKEEL,,NEWRY,DOWN,BT34 4BP,028 4176 2365,Controlled,Secondary,Open,,info@kilkeelhigh.kilkeel.ni.sch.uk,
521-0025,Newtownhamilton High School,9 ARMAGH ROAD,NEWTOWNHAMILTON,,NEWRY,DOWN,BT35 0DG,028 3087 8246,Controlled,Secondary,Open,,info@nhs.newtownhamilton.ni.sch.uk,
521-0043,Clounagh Junior High School,BROWNSTOWN ROAD,,,PORTADOWN,ARMAGH,BT62 3QA,028 3833 2717,Controlled,Secondary,Open,,info@clounagh.portadown.ni.sch.uk,
521-0047,Banbridge High School,69A PRIMROSE GARDENS,,,BANBRIDGE,DOWN,BT32 3EW,028 4062 2471,Controlled,Secondary,Open,,info@banbridgehigh.banbridge.ni.sch.uk,
521-0054,Killicomaine Junior High School,UPPER CHURCH LANE,,,PORTADOWN,ARMAGH,BT63 5JE,028 3833 2021,Controlled,Secondary,Open,,info@killicomaine.portadown.ni.sch.uk,
521-0064,Dromore High School,31 BANBRIDGE ROAD,,,DROMORE,DOWN,BT25 1ND,028 9269 2278,Controlled,Secondary,Open,,info@dromorehigh.down.ni.sch.uk,
521-0083,Markethill High School,61 MOWHAN ROAD,MARKETHILL,,ARMAGH,ARMAGH,BT60 1RQ,028 3755 1270,Controlled,Secondary,Open,,info@markethillhigh.markethill.ni.sch.uk,
521-0097,Fivemiletown College ,51 COLEBROOK ROAD,Corcreevy Demense,,FIVEMILETOWN,TYRONE,BT75 0SB,028 8952 1279,Controlled,Secondary,Open,,info@college.fivemiletown.ni.sch.uk,
521-0121,City Armagh High School,88-96 ALEXANDER ROAD,,,ARMAGH,ARMAGH,BT61 7JH,028 3752 2278,Controlled,Secondary,Open,,info@armaghhigh.armagh.ni.sch.uk,
521-0127,Rathfriland High School,78 NEWRY STREET,RATHFRILAND,,NEWRY,DOWN,BT34 5PZ,028 4063 0374,Controlled,Secondary,Open,,info@rathfrilandhigh.rathfriland.ni.sch.uk,
521-0143,Tandragee Junior High School,ARMAGH ROAD,,,TANDRAGEE,ARMAGH,BT62 2AY,028 3884 0278,Controlled,Secondary,Open,,info@tjhs.tandragee.ni.sch.uk,
521-0153,Aughnacloy High School,23 CARNTEEL ROAD,,,AUGHNACLOY,TYRONE,BT69 6DX,028 8555 7289,Controlled,Secondary,Open,,info@ahs.aughnacloy.ni.sch.uk,
521-0186,Newry High School,23 ASHGROVE ROAD,,,NEWRY,DOWN,BT34 1QN,028 3026 2383,Controlled,Secondary,Open,,info@newryhigh.newry.ni.sch.uk,
521-0230,Cookstown High School,COOLNAFRANKIE DEMESNE,MOLESWORTH STREET,,COOKSTOWN,TYRONE,BT80 8PQ,028 8676 3620,Controlled,Secondary,Open,,info@chs.cookstown.ni.sch.uk,
521-0231,Drumglass High School,24-38 CARLAND ROAD,,,DUNGANNON,TYRONE,BT71 4AA,028 8772 2421,Controlled,Secondary,Open,,info@drumglasshigh.dungannon.ni.sch.uk,
521-0271,Lurgan Junior High,TOBERHEWNY LANE LOWER,,,LURGAN,ARMAGH,BT66 8SU,028 3832 3243,Controlled,Secondary,Open,,info@lurganjuniorhigh.lurgan.ni.sch.uk,
521-0282,Craigavon Senior High School,26-34 LURGAN ROAD,,,PORTADOWN,ARMAGH,BT63 5HJ,028 3834 9222,Controlled,Secondary,Open,,info@craigavonsenhigh.portadown.ni.sch.uk,
523-0056,St Joseph's Boys' High School,20 ARMAGH ROAD,,,NEWRY,DOWN,BT35 6DH,028 3026 2595,Roman Catholic Maintained,Secondary,Open,,info@stjosephhigh.newry.ni.sch.uk,
523-0076,St Patrick's College,38 SCARVA ROAD,,,BANBRIDGE,DOWN,BT32 3AS,028 4066 2309,Roman Catholic Maintained,Secondary,Open,,info@stpatricks.banbridge.ni.sch.uk,
523-0108,St Mary's High School,UPPER CHAPEL STREET,,,NEWRY,DOWN,BT34 2DT,028 3026 2851,Roman Catholic Maintained,Secondary,Open,,info@stmarys.newry.ni.sch.uk,
523-0135,St Mark's High School,UPPER DROMORE ROAD,WARRENPOINT,,NEWRY,DOWN,BT34 3PN,028 41753366,Roman Catholic Maintained,Secondary,Open,,info@stmarks.warrenpoint.ni.sch.uk,
523-0152,St Ciaran's College,15 TULLYBRYAN ROAD,BALLYGAWLEY,,DUNGANNON,TYRONE,BT70 2LY,028 8556 8640,Roman Catholic Maintained,Secondary,Open,,info@stciarans.ballygawley.ni.sch.uk,
523-0157,St Paul's High School,108 CAMLOUGH ROAD,BESSBROOK,,NEWRY,DOWN,BT35 7EE,028 3083 0309,Roman Catholic Maintained,Secondary,Open,,info@stpauls.bessbrook.ni.sch.uk,
523-0167,St Joseph's High School,77 DUNDALK ROAD,CROSSMAGLEN,,NEWRY,DOWN,BT35 9HL,028 3086 1240,Roman Catholic Maintained,Secondary,Open,,info@stjosephs.crossmaglen.ni.sch.uk,
523-0187,St Patrick's High School,MIDDLETOWN ROAD,MADDAN ROAD,,KEADY,ARMAGH,BT60 3TH,028 3753 1393,Roman Catholic Maintained,Secondary,Open,,info@stpatricks.keady.ni.sch.uk,
523-0192,St Joseph's College,29 SCHOOL LANE,COALISLAND,,DUNGANNON,TYRONE,BT71 4NW,028 8774 0510,Roman Catholic Maintained,Secondary,Open,,info@stjosephs.coalisland.ni.sch.uk,
523-0213,Lismore Comprehensive School,DRUMGASK,,,CRAIGAVON,ARMAGH,BT65 5DU,028 3831 4950,Roman Catholic Maintained,Secondary,Open,,info@lismorecomp.craigavon.ni.sch.uk,
523-0218,St Catherine's College,2A CONVENT ROAD,,,ARMAGH,ARMAGH,BT60 4BG,028 3752 2023,Roman Catholic Maintained,Secondary,Open,,info@stcatherines.armagh.ni.sch.uk,
523-0278,Holy Trinity College,CHAPEL STREET,,,COOKSTOWN,TYRONE,BT80 8QB,028 8676 2420,Roman Catholic Maintained,Secondary,Open,,info@holytrinityc.cookstown.ni.sch.uk,
523-0293,St Patrick's College,41 Killymeal Road ,,,DUNGANNON,TYRONE,BT71 6LJ,028 87722205,Roman Catholic Maintained,Secondary,Open,,info@stpatrickscollege.dungannon.ni.sch.uk,
523-0321,St John the Baptist College,4 Moy Road,Portadown,Armagh,ARMAGH,ARMAGH,BT62 1QQ,028 3833 4725,Roman Catholic Maintained,Secondary,Open,,info@sjbc.portadown.ni.sch.uk,
525-0216,Brownlow Int College,TULLYGALLY ROAD,,,CRAIGAVON,ARMAGH,BT65 5BS,028 3834 2121,Controlled Integrated,Secondary,Open,,info@brownlowcollege.craigavon.ni.sch.uk,
526-0285,New-Bridge Integrated College,25 DONARD VIEW ROAD,LOUGHBRICKLAND,,BANBRIDGE,DOWN,BT32 3LN,028 4062 5010,Grant Maintained Integrated,Secondary,Open,,info@newbridgecollege.loughbrickland.ni.sch.uk,
526-0286,Integrated College Dungannon,21 GORTMERRON LINK ROAD,,,DUNGANNON,TYRONE,BT71 6LS,028 8772 4401,Grant Maintained Integrated,Secondary,Open,,info@intcollege.dungannon.ni.sch.uk,
531-6519,Rathore School ,23 MARTIN'S LANE,CARNAGAT,,NEWRY,DOWN,BT35 8PJ,028 3026 1617,Controlled,Special,Open,,info@rathore.newry.ni.sch.uk,
531-6520,Donard Special School,22A CASTLEWELLAN ROAD,,,BANBRIDGE,DOWN,BT32 4XY,028 4066 2357,Controlled,Special,Open,,info@donard.banbridge.ni.sch.uk,
531-6521,Ceara Special School,SLOAN STREET,,,LURGAN,ARMAGH,BT66 8NY,028 3832 3312,Controlled,Special,Open,,info@ceara.lurgan.ni.sch.uk,
531-6523,Sperrinview Special School,8 COALISLAND ROAD,,,DUNGANNON,TYRONE,BT71 6FA,028 8772 2467,Controlled,Special,Open,,info@sperrinview.dungannon.ni.sch.uk,
531-6577,Lisanally Special School,85 LISANALLY LANE,,,ARMAGH,ARMAGH,BT61 7HF,028 3752 3563,Controlled,Special,Open,,info@lisanally.armagh.ni.sch.uk,
541-0013,Banbridge Academy,LURGAN ROAD,,,BANBRIDGE,DOWN,BT32 4AQ,028 4062 3220,Controlled,Grammar,Open,,info@banbridgeacademy.banbridge.ni.sch.uk,
541-0057,Lurgan College,9 COLLEGE WALK,LURGAN,,CRAIGAVON,ARMAGH,BT66 6JW,028 3832 2083,Controlled,Grammar,Open,,info@lurgancollege.lurgan.ni.sch.uk,
541-0067,Portadown College,4 KILLYCOMAINE ROAD,PORTADOWN,,CRAIGAVON,ARMAGH,BT63 5BU,028 3833 2439,Controlled,Grammar,Open,,info@pc.portadown.ni.sch.uk,
542-0045,St Louis Grammar School,151 NEWRY ROAD,,,KILKEEL,DOWN,BT34 4EU,028 4176 2747,Voluntary,Grammar,Open,,info@stlouisgrammar.kilkeel.ni.sch.uk,
